Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,GEORGIA POWER LAKELAND DC1,18 S Valdosta Rd,located in the public library parking lot,Lakeland,GA,31635,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,31.039741,-83.075562,2025-06-02,375568,2025-06-02 02:37:20 UTC,,,,2025-01-15,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GEORGIA POWER SWAINSBORO DC1,125 S Main St,,Swainsboro,GA,30401,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,32.597155,-82.332808,2025-06-02,375598,2025-06-02 02:58:55 UTC,,,,2025-01-15,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,WADEFORD3860 CL2-PL1,3860 South Cobb Drive Southeast,,Smyrna,GA,30080,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,33.85952,-84.51788,2025-06-02,375617,2025-06-02 02:58:57 UTC,,,,2025-01-15,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,WADEFORD3860 CL1-PL1,3860 South Cobb Drive Southeast,,Smyrna,GA,30080,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,33.859378,-84.517985,2025-06-02,375619,2025-06-02 02:58:57 UTC,,,,2025-01-15,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GEORGIA POWER LOUISVILLE DC2,250 W Broad St,Located in the parking lot of Downtown Louisville,Louisville,GA,30434,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,33.000906,-82.411505,2025-06-02,375729,2025-06-02 02:59:00 UTC,,,,2025-01-16,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GEORGIA POWER LOUISVILLE DC1,250 W Broad St,Located in the parking lot of Downtown Louisville,Louisville,GA,30434,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,33.001039,-82.411324,2025-06-02,375730,2025-06-02 02:59:00 UTC,,,,2025-01-16,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Courtesy Ford 2 - DCFC,1636 Dogwood Drive Southeast,,Conyers,GA,30013,,888-998-2546,E,,Public,24 hours daily,,,,,,,4,,Blink Network,https://blinkcharging.com,GPS,33.64606294407203,-83.99072457936563,2025-06-02,375761,2025-06-02 00:48:32 UTC,,,,2025-01-15,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Courtesy Ford 2 - Series,1636 Dogwood Drive Southeast,,Conyers,GA,30013,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,33.64606294407203,-83.99072457936563,2025-06-02,375924,2025-06-02 00:28:03 UTC,,,,2025-01-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GEORGIA POWER SWAINSBORO DC2,125 S Main St,-located in the Emanuel County Courthouse parking lot,Swainsboro,GA,30401,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,32.597178,-82.332878,2025-06-02,375935,2025-06-02 02:58:55 UTC,,,,2025-01-21,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,MORRELL PARK STATION 1,61 W Broad St,,Camilla,GA,31730,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,31.231175,-84.210799,2025-06-02,375944,2025-06-02 02:59:10 UTC,,,,2025-01-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GEORGIA POWER CEDARTOWN DC2,520 S Main St,Downtown Cedartown,Cedartown,GA,30125,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,34.009772,-85.255201,2025-06-02,376029,2025-06-02 02:59:19 UTC,,,,2025-01-22,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GEORGIA POWER CEDARTOWN DC1,520 S Main St,Downtown Cedartown,Cedartown,GA,30125,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,34.009762,-85.255429,2025-06-02,376030,2025-06-02 02:59:19 UTC,,,,2025-01-22,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GEORGIA POWER MILLEN DC1,614 East Winthrope Avenue,Downtown Millen,Millen,GA,30442,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,32.803489,-81.9387,2025-06-02,376190,2025-06-02 02:59:27 UTC,,,,2025-01-24,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GEORGIA POWER MILLEN DC2,614 East Winthrope Avenue,Downtown Millen,Millen,GA,30442,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,32.803471,-81.938718,2025-06-02,376191,2025-06-02 02:59:27 UTC,,,,2025-01-24,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,FS FORD CL2 - PL2,900 Russell Pkwy,,Warner Robins,GA,31088,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,32.595703,-83.63907,2025-06-02,376271,2025-06-02 02:59:03 UTC,,,,2025-01-25,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,FS FORD POWER LINK 1,900 Russell Parkway,,Warner Robins,GA,31088,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,32.595654,-83.639085,2025-06-02,376272,2025-06-02 02:59:04 UTC,,,,2025-01-25,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GEORGIA POWER WARMSPRINGS DC2,201 E Main St,Located in the City's public parking lot,Warm Springs,GA,31830,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,32.890362,-84.678242,2025-06-02,376285,2025-06-02 02:59:30 UTC,,,,2025-01-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GEORGIA POWER WARMSPRINGS DC1,201E Main St,Located in the City's public parking lot,Warm Springs,GA,31830,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,32.890357,-84.678257,2025-06-02,376286,2025-06-02 02:59:30 UTC,,,,2025-01-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GEORGIA POWER FOLKSTON DC1,3846 South Second Street,located in the Dairy Queen parkling lot,Folkston,GA,31537,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,30.827063,-82.004484,2025-06-02,376369,2025-06-02 02:59:35 UTC,,,,2025-01-28,,,,,J1772COMBO TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GEORGIA POWER FOLKSTON DC2,3846 South Second Street,located in the Dairy Queen parkling lot,Folkston,GA,31537,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,30.827016,-82.004468,2025-06-02,376370,2025-06-02 02:59:35 UTC,,,,2025-01-28,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Lou Sobh VW Bogart GA,4565 Atlanta Hwy,,Bogart,GA,30622,,949-945-2000,E,,Public,24 hours daily,,,,,,,4,,EVGATEWAY,https://evgateway.com,GPS,33.938273,-83.492176,2025-06-02,376472,2025-06-02 04:46:35 UTC,,,,2025-01-28,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Don Jackson Jeep,5855 GA-400,,Cumming,GA,30028,,949-945-2000,E,,Public,24 hours daily,,,,,,,2,,EVGATEWAY,https://evgateway.com,GPS,34.3104838,-84.0675323,2025-06-02,376501,2025-06-02 04:46:50 UTC,,,,2025-01-28,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Kings Colonial Ford,3565 Community Rd,,Brunswick,GA,31520,,949-945-2000,E,,Public,24 hours daily,,,,,,5,,,EVGATEWAY,https://evgateway.com,GPS,31.1963259,-81.4877522,2025-06-02,376506,2025-06-02 04:46:51 UTC,,,,2025-01-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,M3 CPE250,1715 North Brown Road,Front Side Walk,Lawrenceville,GA,30043,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,33.994894,-84.074665,2025-06-02,376650,2025-06-02 02:59:39 UTC,,,,2025-01-29,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
LPG,U-Haul,471 Eagles Landing Pkwy,,Stockbridge,GA,30281,,678-379-5018,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,33.51373,-84.20592,2025-05-12,377360,2025-05-12 16:14:03 UTC,P,,,2024-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,375 Highway 74 S,,Peachtree City,GA,30269,,678-619-3056,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,33.38449,-84.57881,2025-05-12,377361,2025-05-12 16:14:03 UTC,P,,,2024-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,1549 Mount Zion Rd,,Morrow,GA,30260,,678-369-2753,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,33.57042,-84.33919,2025-05-12,377362,2025-05-12 16:14:03 UTC,P,,,2024-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,2055 Avalon Pkwy,,McDonough,GA,30253,,678-466-6513,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,33.41485,-84.16812,2025-05-12,377363,2025-05-12 16:14:03 UTC,P,,,2024-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,3653 Memorial Dr,,Decatur,GA,30032,,404-286-9752,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,33.75662,-84.26373,2025-05-12,377369,2025-05-12 16:14:03 UTC,P,,,2024-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,2800 Canton Rd #2000,,Marietta,GA,30066,,678-810-1141,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,34.01893,-84.52786,2025-05-12,377370,2025-05-12 16:14:03 UTC,P,,,2024-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,900 Roswell St,,Marietta,GA,30060,,777-042-86220,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,33.95075,-84.52654,2025-05-12,377371,2025-05-12 16:14:03 UTC,P,,,2024-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,3357 Charles Hardy Pkwy,,Dallas,GA,30157,,770-505-6360,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,33.93203,-84.73623,2025-05-12,377372,2025-05-12 16:14:03 UTC,P,,,2024-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,1202 Bankhead Hwy,,Carrollton,GA,30116,,770-836-9944,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,33.5983,-85.03631,2025-05-12,377373,2025-05-12 16:14:03 UTC,P,,,2024-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,2127 Marietta Hwy,,Canton,GA,30014,,770-704-9028,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,34.21901,-84.50607,2025-05-12,377414,2025-05-12 16:14:03 UTC,P,,,2024-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,494 North Ave,,Athens,GA,30601,,706-521-0292,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,33.97615,-83.36199,2025-05-12,377418,2025-05-12 16:14:03 UTC,P,,,2024-07-08,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
ELEC,TARGET FLEET HAMPTONTDC01,1000 Site Pkwy,,Hampton,GA,30228,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,33.367767,-84.313541,2025-06-02,377456,2025-06-02 02:59:43 UTC,,,,2025-01-30,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Augusta University Parking Deck,1505 Wrightsboro Rd.,,Augusta,GA,30912,,855-223-5351,E,,Public,24 hours daily,A D M V,,,,,8,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,33.46598403663015,-81.99269541678032,2025-06-02,377583,2025-06-02 03:55:14 UTC,,,,2025-02-02,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ELEMENTGALLERIA ELEMENT 2,800 Galleria Pkwy SE,"Garage 1.1, Floor 2",Atlanta,GA,30339,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.88298,-84.46462,2025-06-02,377594,2025-06-02 01:50:49 UTC,,,,2025-02-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
E85,Racetrac,2102 W Hill Ave,,Valdosta,GA,31601,,404-829-6164,E,,Public,24 hours daily,Cash CREDIT Debit,,,,,,,,,,200-8,30.8174,-83.31895,,377626,2025-05-13 19:44:05 UTC,P,,,2025-02-04,,,,false,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,MD,,
E85,RaceTrac,135 Red Top Mountain Rd SE,,Emerson,GA,30102,,404- 829-6350,E,,Public,24 hours daily,Cash CREDIT Debit,,,,,,,,,,200-8,34.14164,-84.7445,,377628,2025-05-13 19:44:59 UTC,P,,,2025-02-04,,,,false,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,MD,,
ELEC,CAMPUS 244 DECK EV 1,244 Perimeter Center Parkway Northeast,Parking Deck-2nd level,Dunwoody,GA,30346,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.91789,-84.342986,2025-06-02,378052,2025-06-02 02:45:28 UTC,,,,2025-02-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CAMPUS 244 DECK EV 2,244 Perimeter Center Parkway Northeast,Parking Deck-2nd level,Dunwoody,GA,30346,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.917858,-84.342971,2025-06-02,378053,2025-06-02 02:45:28 UTC,,,,2025-02-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CAMPUS 244 DECK EV 3,244 Perimeter Center Parkway Northeast,,Dunwoody,GA,30346,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.917829,-84.34298,2025-06-02,378054,2025-06-02 02:45:29 UTC,,,,2025-02-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CAMPUS 244 DECK EV 4,244 Perimeter Center Parkway Northeast,Parking Deck-2nd level,Dunwoody,GA,30346,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.917779,-84.342991,2025-06-02,378055,2025-06-02 02:45:29 UTC,,,,2025-02-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CAMPUS 244 DECK EV 5,244 Perimeter Center Parkway Northeast,Parking Deck-2nd level,Dunwoody,GA,30346,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.917763,-84.343064,2025-06-02,378056,2025-06-02 02:45:29 UTC,,,,2025-02-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CAMPUS 244 EXEC EV 3,244 Perimeter Center Parkway Northeast,Executive Lot-under building,Dunwoody,GA,30346,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.918173,-84.342661,2025-06-02,378057,2025-06-02 02:47:06 UTC,,,,2025-02-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CAMPUS 244 EXEC EV 2,244 Perimeter Center Parkway Northeast,Executive Lot-under building,Dunwoody,GA,30346,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.918177,-84.342659,2025-06-02,378058,2025-06-02 02:47:07 UTC,,,,2025-02-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CAMPUS 244 EXEC EV 1,244 Perimeter Center Parkway Northeast,Executive Lot-under building,Dunwoody,GA,30346,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.918216,-84.342698,2025-06-02,378059,2025-06-02 02:47:07 UTC,,,,2025-02-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,The Refinery at Sugar Hill,1450 Peachtree Industrial Boulevard,,Sugar Hill,GA,30518,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,34.112329371321756,-84.02882841912488,2025-06-02,383566,2025-06-02 00:49:47 UTC,,,,2024-09-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,BUFORD LODGING HOMEWOOD SUITES,2925 Buford Drive,Front left parking lot of building,Buford,GA,30519,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.053842,-83.992627,2025-06-02,383802,2025-06-02 02:51:59 UTC,,,,2025-02-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,NORTHAVEN CAR 1,11201 State Bridge Road,All parking spots are marked for EV Charging,Johns Creek,GA,30022,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.052383,-84.225153,2025-06-02,383819,2025-06-02 02:59:09 UTC,,,,2025-02-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,NORTHAVEN CAR 2,11201 State Bridge Road,Parking Spots Are Marked as EV Charging,Johns Creek,GA,30022,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.052363,-84.225203,2025-06-02,383820,2025-06-02 02:59:09 UTC,,,,2025-02-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CRITZ MB-01,7000 Abercorn St,MB Showroom,Savannah,GA,31406,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.012971,-81.112086,2025-06-02,383831,2025-06-02 02:59:52 UTC,,,,2025-02-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SNA STATION 1,1911 Satellite Boulevard,The station is in the back of the building,Buford,GA,30518,,888-758-4389,E,,Public,Mon 6:30am - 6:30pm; Tue 6:30am - 6:30pm; Wed 6:30am - 6:30pm; Thu 6:30am - 6:30pm; Fri 6:30am - 6:30pm,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.081131,-84.001918,2025-06-02,383946,2025-06-02 02:53:42 UTC,,,,2025-02-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SNA STATION 2,1911 Satellite Boulevard,located on store front,Buford,GA,30518,,888-758-4389,E,,Public,Mon 6:30am - 6:30pm; Tue 6:30am - 6:30pm; Wed 6:30am - 6:30pm; Thu 6:30am - 6:30pm; Fri 6:30am - 6:30pm,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.080337,-84.002167,2025-06-02,383947,2025-06-02 02:54:14 UTC,,,,2025-02-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,HUNTERS RUN HUNTERS RUN,2515 Center West Parkway,Building #6,Augusta,GA,30909,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.517248,-82.034275,2025-06-02,384014,2025-06-02 03:00:24 UTC,,,,2025-02-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ATHENS BI ATHENS 1,1730 Olympic Dr,,Athens,GA,30601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.989105,-83.329403,2025-06-02,384275,2025-06-02 02:49:09 UTC,,,,2025-02-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ATHENS BI ATHENS 2,1730 Olympic Dr,Vista,Athens,GA,30601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.988975,-83.329415,2025-06-02,384276,2025-06-02 02:49:09 UTC,,,,2025-02-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ATHENS BI ATHENS 4,1730 Olympic Dr,Vista,Athens,GA,30601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.988981,-83.329447,2025-06-02,384277,2025-06-02 02:49:09 UTC,,,,2025-02-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ATHENS BI ATHENS 3,1730 Olympic Dr,,Athens,GA,30601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.989016,-83.329382,2025-06-02,384278,2025-06-02 02:49:09 UTC,,,,2025-02-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
